video,start_frame,end_frame,biometric,start_row,end_row,stress,label
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V4_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T4.csv,720.0,960.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V3_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T3.csv,1920.0,2160.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V2_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T2.csv,1440.0,1680.0,16.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V2_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T2.csv,1920.0,2160.0,9.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V3_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T3.csv,720.0,960.0,11.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V5_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T5.csv,1680.0,1920.0,15.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V1_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T1.csv,960.0,1200.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V1_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T1.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V4_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T4.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V1_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T1.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V6_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T6.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V5_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T5.csv,240.0,480.0,10.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V3_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T3.csv,1440.0,1680.0,12.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/V6_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/T6.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V3_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T3.csv,480.0,720.0,4.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V2_facecroppad.npy,0.0,1800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T2.csv,0.0,240.0,6.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V6_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T6.csv,1440.0,1680.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V4_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T4.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V7_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T7.csv,720.0,960.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V2_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T2.csv,1200.0,1440.0,5.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V2_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T2.csv,1680.0,1920.0,14.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/V5_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/T5.csv,960.0,1200.0,14.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V7_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T7.csv,960.0,1200.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V8_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T8.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V3_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T3.csv,1920.0,2160.0,17.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V3_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T3.csv,960.0,1200.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V7_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T7.csv,1920.0,2160.0,,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V4_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T4.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V8_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T8.csv,480.0,720.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V4_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T4.csv,960.0,1200.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V4_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T4.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V6_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T6.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V8_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T8.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V5_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T5.csv,1200.0,1440.0,6.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V4_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T4.csv,480.0,720.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V8_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T8.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V7_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T7.csv,720.0,960.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V3_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T3.csv,1440.0,1680.0,9.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V5_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T5.csv,960.0,1200.0,11.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V7_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T7.csv,480.0,720.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V3_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T3.csv,960.0,1200.0,5.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V8_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T8.csv,960.0,1200.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V7_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T7.csv,1200.0,1440.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V4_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T4.csv,1680.0,1920.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/V4_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/T4.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V5_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T5.csv,1920.0,2160.0,16.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V5_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T5.csv,720.0,960.0,11.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V2_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T2.csv,1440.0,1680.0,10.0,train
,,,,,,,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V7_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T7.csv,240.0,480.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V6_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T6.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V1_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T1.csv,1680.0,1920.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V8_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T8.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V6_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T6.csv,1680.0,1920.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V1_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T1.csv,1440.0,1680.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V7_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T7.csv,1440.0,1680.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V1_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T1.csv,1680.0,1920.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V8_facecroppad.npy,0.0,1800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T8.csv,0.0,240.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V7_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T7.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V5_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T5.csv,480.0,720.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V7_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T7.csv,1200.0,1440.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V1_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T1.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V8_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T8.csv,960.0,1200.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V2_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T2.csv,480.0,720.0,13.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V4_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T4.csv,1200.0,1440.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V2_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T2.csv,240.0,480.0,9.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V3_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T3.csv,960.0,1200.0,9.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V2_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T2.csv,720.0,960.0,7.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V4_facecroppad.npy,0.0,1800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T4.csv,0.0,240.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/V2_facecroppad.npy,0.0,1800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/T2.csv,0.0,240.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V6_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T6.csv,1440.0,1680.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V7_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T7.csv,960.0,1200.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V8_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T8.csv,1440.0,1680.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V6_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T6.csv,720.0,960.0,1.0,train
,,,,,,,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V5_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T5.csv,240.0,480.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V6_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T6.csv,960.0,1200.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V4_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T4.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/V3_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/T3.csv,960.0,1200.0,14.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V2_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T2.csv,240.0,480.0,13.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V5_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T5.csv,1200.0,1440.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V2_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T2.csv,1440.0,1680.0,16.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V7_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T7.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V5_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T5.csv,720.0,960.0,5.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V3_facecroppad.npy,9000.0,10800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T3.csv,1200.0,1440.0,13.0,train
,,,,,,,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V8_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T8.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V8_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T8.csv,1680.0,1920.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V5_facecroppad.npy,0.0,1800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T5.csv,0.0,240.0,5.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V7_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T7.csv,960.0,1200.0,,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/V7_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/Q/T7.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V5_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T5.csv,240.0,480.0,11.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V3_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T3.csv,720.0,960.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/V5_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/J/T5.csv,1440.0,1680.0,17.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V6_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T6.csv,1440.0,1680.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/V5_facecroppad.npy,10800.0,12600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/S/T5.csv,1440.0,1680.0,9.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/V1_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/I/T1.csv,960.0,1200.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/V5_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/L/T5.csv,720.0,960.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V8_facecroppad.npy,0.0,1800.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T8.csv,0.0,240.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V4_facecroppad.npy,14400.0,16200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T4.csv,1920.0,2160.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/V7_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/K/T7.csv,1680.0,1920.0,3.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V3_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T3.csv,1680.0,1920.0,7.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V1_facecroppad.npy,1800.0,3600.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T1.csv,240.0,480.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V1_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T1.csv,480.0,720.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/V4_facecroppad.npy,12600.0,14400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/N/T4.csv,1680.0,1920.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/V6_facecroppad.npy,5400.0,7200.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/H/T6.csv,720.0,960.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/V5_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/P/T5.csv,480.0,720.0,2.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V4_facecroppad.npy,3600.0,5400.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T4.csv,480.0,720.0,1.0,train
/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/V4_facecroppad.npy,7200.0,9000.0,/nfsmount/majid/multimodal/Emotion_recognition_T/dataset/M/T4.csv,960.0,1200.0,1.0,train
